id,country,name,address,focus,source_page
13786,Netherlands,Nederlandse Vereniging van Persbureaux,Amstelveen (defunct),,image00226.jpg
13787,Netherlands,Nederlandse Vereniging van Postzegelhandelaren,"Wetengkade 45, 2515 AL Den Haag - T: (070) 830849 -",Stamps,image00226.jpg
13788,Netherlands,"Nederlandse Vereniging van Producenten en Importeurs van Beeld- en Geluidsdragers (NVPI) / Dutch Association of Producers and Importers of Audio, Video and Multimedia","Albertus Perkst 36, 1217 NT Hilversum - T: (035) 6254411; Fax: 6244410; E-mail: info@nvpi.nl - Founded: 1972; Members Firms: 70 - Gen Secr: Paul Solleveld -",Photo & Film Equip,image00226.jpg
13789,Netherlands,Nederlandse Vereniging van Siropenfabrikanten (NVS),"Postbus 26188, 3002 ED Rotterdam - T: (010) 4774033; Fax: 4259025 -",Food,image00226.jpg
13790,Netherlands,Nederlandse Vereniging van Textielreinigers (Netex),"Reitseplein 1, 5037 AA Tilburg - T: (013) 654247 - Founded: 1919 -",Laundr & Dry Clean,image00226.jpg
13791,Netherlands,"Nederlandse Vereniging van Verf-, behangen doe het Zelf Detailhandelaren","Koninginnegracht 138, 2514 AM Den Haag - T: (070) 658751 -","Paint, Varn, Inks; Wallpapers",image00226.jpg
13792,Netherlands,Nederlandse Vereniging van Vouwkartonnage Fabrikanten,"Laan Copes van Cattenburch 79, 2585 EW Den Haag - T: (070) 3123911; Fax: 3636348; E-mail: mail@ecma.org - Founded: 1960 - Pres: Piero Capodieci; Gen Secr: Jules Lejeune -",Pack,image00226.jpg
13793,Netherlands,Nederlandse Vereniging van Wegenbouwers (NVWB),"Postbus 85820, 2508 CM Den Haag - T: (070) 644810 -",Road Constr,image00226.jpg
13794,Netherlands,Nederlandse Vereniging van Werkgevers in de Textielindustrie (NVWT),"Postbus 90154, 5000 LG Tilburg - T: (013) 5944427; Fax: 5944479; E-mail: NVWT@vsam.spaendonck.nl -",Employers; Cloth,image00226.jpg
13795,Netherlands,Nederlandse Vereniging van Zeefabrikanten (NVZ) / Dutch Association of Soap Manufacturers,"Postbus 914, 3700 AX Zeist - T: (030) 6921880; Fax: 6919394; E-mail: nvz@nvz.nl; Internet: http://www.nvz.nl - Members Firm: 60 - Gen Secr: J.H. Burema -","Soap, Deterg, Cleans",image00226.jpg
13796,Netherlands,Nederlandse Vereniging van Ziekenhulsekonomen,"Oudlaan 4, 3515 GA Utrecht - T: (030) 739911 -",Managers,image00226.jpg
13797,Netherlands,Nederlandse Vereniging van Zoetwatervisexporteurs,"Treubstr 17, 2280 AB Rijswijk - T: (070) 3369600; Fax: 3999426 - Founded: 1934; Members Firm: 25 -",Fisheries & Fish Prod,image00226.jpg
13798,Netherlands,Nederlandse Vereniging voor de Bakkerij (NVB),"Bankastr 131b, 2585 EL Den Haag - T: (070) 3549847; Fax: 3543311 - Founded: 1969 -",Cake & Pastr,image00226.jpg
13799,Netherlands,Nederlandse Vereniging voor de Fruit- en Groenten-Importhandel -> Frugi Venta,"Hoge Rijndik 286, 2314 AM Leiden - T: (071) 132317, 140615 -",Poultry & Game,image00226.jpg
13800,Netherlands,"Nederlandse Vereniging voor de Handel in Gedroogde Zuidvruchten, Specerijen en Aanverwante Artikelen","Bezuidenhoutseweg 82, 2594 AX Den Haag - T: (070) 3833011 - Founded: 1908 -",Fruit & Veget,image00226.jpg
13801,Netherlands,Nederlandse Vereniging voor de Landelijke Eigendom,"Donkere Gaard 4bis, 3511 KW Utrecht - T: (030) 314819 -",Real Est,image00226.jpg
13802,Netherlands,Nederlandse Vereniging voor de Wapenhandel,"Fred. Hendrikstr 109, 1052 HN Amsterdam -",Arms & Ammun,image00226.jpg
13803,Netherlands,Nederlandse Vereniging voor de Wetenschappelijke Film en Televisie,"Hengeveldstr 29, 3572 KH Utrecht - T: (030) 716816 -",Motion Pict,image00226.jpg
13804,Netherlands,Nederlandse Vereniging voor Liftnijverheid,"Postbus 287, 3700 AG Zeist - T: (03404) 32189; Fax: 31671 - Founded: 1929; Members",Elevat,image00226.jpg
13805,Netherlands,Nederlandse Vereniging voor Luchttransport (NVVL),"De Ruyterkade 7, 1013 AA Amsterdam - T: (020) 222111 - Founded: 1953; Members",Air Traff,image00226.jpg
13806,Netherlands,Nederlandse Vereniging voor Servicemanagement (NVSM),"Varrolaan 100, 3504 BW Utrecht -",Managers,image00226.jpg
13807,Netherlands,Nederlandse Vereniging voor Tuin- en Landschapsarchitectuur (NVTL),"Oudebrugsteeg 11, 1012 JN Amsterdam - T: (020) 4275590; Fax: 4217172; E-mail: secretariaat@nvtl.nl; Internet: http://www.nvtl.nl -",Hort & Landscape Archit,image00226.jpg
13808,Netherlands,Nederlandse Zorgfederatie (NZf),"Postbus 9696, 3506 GR Utrecht - T: (030) 2739911; Fax: 2739438 - Members Firms: 800; Member/branch of: JHF, HOPE - Pres: Dr. A.T.J. Krol -",Nursing,image00226.jpg
13809,Netherlands,Nieuwe Algemene Bedrijfsvereniging,"Bos en Lommerplantsoen 1, 1055 AA Amsterdam - T: (020) 879111 -",Gen Bus,image00226.jpg
13810,Netherlands,Noordbrabantse Waterschapsbond,"Postbus 2212, 4800 EC Breda - T: (076) 631000; Fax: 652082 -",Water,image00226.jpg
13811,Netherlands,Omroepvereniging VARA,"Heuvellaan 33, 1217 JL Hilversum - T: (035) 48741, 16353 -",Radio Stat,image00226.jpg
13812,Netherlands,Onafhankelijke Nederlandse Schippersvakbond (ONS),"Vasteland 12C, 3011 BL Rotterdam - T: (010) 2060601; E-mail: ons@euronet.nl -",Shipping,image00226.jpg
13813,Netherlands,Ondernemersorganisatie Schoonmaak- en Bedrijfsdiensten (OSB OSB),"Reitseplein 1, 5037 AA Tilburg - T: (013) 5944200; Fax: 4681410; Internet: http://www.osb.nl - Members Firms: 600 - Pres: Dr. J.G.M. Van Weerderburg; Gen Secr: N. Davelaar -",Build Clean,image00226.jpg
13814,Netherlands,Ondernemersunie in het Schoenambacht,"Linnaeusparkweg 29a-b, 1098 CN Amsterdam - T: (020) 659572 - Founded: 1968 -",Shoes,image00226.jpg
13815,Netherlands,Optometristen Vereniging Nederland,"Postbus 677, 2003 RR Haarlem - T: (023) 5427976; Fax: 5320192; E-mail: info@optometrie.nl - Founded: 2000; Members Firms: 563 - Pres: M.H. Struijk; Gen Secr: S. Kleewein -",Optics,image00226.jpg
13816,Netherlands,Organisatie-Adviesbureau Nederlandse Groothandel,"Verrijn Stuartlaan 25, 2288 EK Rijswijk - T: (070) 901317 -",Commerce,image00226.jpg
13817,Netherlands,Organisatie van Nederlandse Speelgoedleveranciers (ORNES),"Linnaeusparkweg 29a-b, 1098 CN Amsterdam - T: (020) 659572 -",Toys & Hobby,image00226.jpg
13818,Netherlands,Pensioen- en Verzekeringskamer,"Postbus 929, 7301 BD Apeldoorn - T: (055) 3576677; Fax: 3576565; E-mail: info@pvk.nl; Internet: http://www.pvk.nl - Founded: 1923 - Pres: D.E. Witteveen -",Insur,image00226.jpg
13819,Netherlands,Persbelangen en Persassociatie,"Koningslaan 36, 3583 GH Utrecht - T: (030) 510051, 510158 -",Archit,image00226.jpg
13820,Netherlands,"Progresbouw, Vereniging Industriële Woning- en Utiliteitsbouw","Groot Hertoginnelaan 3, 2517 EA Den Haag - T: (070) 6807814 -",Constr Ind,image00226.jpg
13821,Netherlands,Provinciale en Stedelijke Groninger Vereniging voor Greemdlingenverkeer,"Grote Markt 25, 9712 HS Groningen - T: (050) 3113855 136358; E-mail: info@vvgroningen.nl; Internet: http://www.vvgroningen.nl -",Tourism,image00226.jpg
13822,Netherlands,Provinciale Vereniging voor Vermedelingenverkeer Overijssel,"Het Kollije 4, 7607 CA Almelo - T: (0546) 818767 -",,image00226.jpg
13823,Netherlands,Raad Nederlandse Detailhandel,"Postbus 715, 2700 AS Zoetermeer - T: (079) 421501; Fax: 424648 -",Commerce,image00226.jpg
13824,Netherlands,Raad van de Centrale Ondernemingsorganisaties (RCO),"Bezuidenhoutseweg 12, 2594 AV Den Haag - T: (070) 3490349; Fax: 3490300 - Pres: J.H. Schahves; Gen Secr: W. Ruigrok -",Employers,image00226.jpg
13825,Netherlands,Raad voor Accountants-Administratieconsulenten,"Nieuwe Parklaan 25, 2597 LA Den Haag - T: (070) 3383600; Fax: 3512836 -",Bus Cons; Account,image00226.jpg
13826,Netherlands,Raad voor het Midden- en Kleinbedrijf (RMK),"Badhuisweg 72, 2587 CK Den Haag - T: (070) 3540200; Fax: 3512632; E-mail: rmk@rmk.nl - Founded: 1957; Members Firms: 33 -",Gen Bus,image00226.jpg
13827,Netherlands,Radiatoren- en Ketelunle (REKU),"Prinsenweg 79, 2242 EC Wassenaar - T: (01751) 19301 -",Boilers; Heaters & Cook Appl,image00226.jpg
13828,Netherlands,Rooms-Katholieke Herstellingsoordvereniging van Vervoerspersoneel,"Schaapsdijkweg 56, 5913 PB Venlo - T: (077) 96600 -",Nursing,image00226.jpg
13829,Netherlands,Rooms-Katholieke Vereniging van Nederlandse Miswijnhandelaren,"Bijleveldsingel 25, 6521 AN Nijmegen - T: (080) 229301 -",Wine,image00226.jpg
13830,Netherlands,Rooms-Katholieke Zeeuwse Vlaamse Vlassersbond,"Nieuwstr 112, 4576 AN Koewacht - T: 291 -",Flax,image00226.jpg
13831,Netherlands,Rotterdam Havenvereniging,"Coolsingel 65, 3012 AC Rotterdam - T: (010) 4124535 -",Harbours,image00226.jpg
13832,Netherlands,Rotterdamse Ondernemers Organisatie,"Postbus 30016, 3001 DA Rotterdam - T: (010) 4051320; Fax: 4051322 -",Gen Bus,image00226.jpg
13833,Netherlands,Scheepvaart Vereniging Noord,"Havengebouw, De Ruyterkade 7, 1013 AA Amsterdam - T: (020) 6222111; Fax: 6203133 -",Shipping,image00226.jpg
13834,Netherlands,Seed Committee of the Common Market,"c/o NVZP - Postbus 909, 3708 JA Zeist - T: (070) 6933135; Fax: 6932951 -",Seed,image00226.jpg
13835,Netherlands,Sociaal Brouwerij Centrum,"Herengracht 282, 1016 BX Amsterdam - T: (020) 6252251; Fax: 6226074; E-mail: j.h.m.teeuwen@cbk.nl - Founded: 1941 - Gen Secr: J.H.M. Teeuwen -",Beer,image00226.jpg
13836,Netherlands,Sociaal Comité van Werkgevers in de Groothandel in Textielgoederen en aanverwante Artikelen,"Adriaan Goekooplaan 5, 2517 JX Den Haag - T: (070) 3546811; Fax: 3512777 -",Employers; Textiles,image00226.jpg
13837,Netherlands,Sociaal Comité voor de Groothandel in Levensmiddelen en Zoetwaren,"Parkstr 99, 2514 JH Den Haag - T: (070) 650871 -",Choc & Chocy; Food,image00226.jpg
13838,Netherlands,Sociëteit der Nederlandse Mouters,"Herengracht 282, 1016 BX Amsterdam - T: (020) 6252251; Fax: 6226074; E-mail: moutees@cbk.nl - Founded: 1962 - Pres: K.Th.M. Swinkels; Gen Secr: K. op den Kamp -",Malt,image00226.jpg
13839,Netherlands,Staalfederatie Nederland,"Postbus 30447, 2500 CJ Den Haag - T: (070) 3450200; Fax: 3636681 -",Iron & Steel,image00226.jpg
13840,Netherlands,Sulker Unie,"Postbus 3411, 4800 MG Breda - T: (076) 5303333; Fax: 5303436 - Founded: 1966 -",Sugar; Co-op,image00226.jpg
13841,Netherlands,Technische Groothandelsfederatie (TGF),"Koninginnegracht 32, 2514 AC Den Haag - T: (070) 3450200; Fax: 3636681; E-mail: info@tgf.nl; Internet: http://www.tgf.nl - Founded: 1929; Members Firms: 55; Member/branch of: FEST - Pres: A. Visch; Gen Secr: Dr. F.R.M. Geurts -",Plumb & Heat,image00226.jpg
13842,Netherlands,Textielvereniging KRL / Textile Federation KRL,"Postbus 518, 3900 AM Veenendaal - T: (0318) 564488; Fax: 564487; E-mail: lodiers@krl.nl; Internet: http://www.krl.nl - Founded: 1906; Members Firms: 60 - Gen Secr: Cees Lodiers -",Textiles,image00226.jpg
13843,Netherlands,Transport en Logistiek Nederland,"Plein van de Verenigde Naties 15, 2719 EG Zoetermeer - T: (079) 3636111; Fax: 3636200; Internet: http://www.tln.nl - Founded: 1993; Members Firms: 7000 -",Freight Transp,image00226.jpg
13844,Netherlands,Unie van Assurantie-Tussenpersonen,"De Lairessestr 139, 1075 HJ Amsterdam - T: (020) 731272 - Founded: 1954 -",Insur,image00226.jpg
13845,Netherlands,Unie van Beveiligings- en Bewakingspersoneel (U.B.B.),"Metiuslaan 1, 5612 NN Eindhoven - T: (040) 444454 -",Secur & Safety Serv,image00226.jpg
13846,Netherlands,Unie van Elektrotechnische Ondernemers (UNETO),"Postbus 188, 2700 AD Zoetermeer - T: (079) 3250650; Fax: 3250666 -",Electric Instl,image00226.jpg
13847,Netherlands,Vakgroep Voedingsmiddelen van Dierlijke Oorsprong (VVDO),"Postbus 80175, 3508 TD Utrecht - T: (030) 535367; Fax: 532345 -",Food,image00226.jpg
13848,Netherlands,Verbond van Handelaren in Chemische Produkten (VHCP),"Postbus 80523, 2508 GM Den Haag - T: (070) 3514851; Fax: 3549966; E-mail: vhcp@vhcp.nl; Internet: http://www.vhcp.nl - Founded: 1946; Members Firm: 100; Member/branch of: FECC - Pres: Jan J. Rutten; Gen Secr: Frank E. Hes -",Chem Prod,image00226.jpg
13849,Netherlands,Verbond van Nederlandse Ondernemingen -> Vereniging VNO-NCW,,,image00226.jpg
13850,Netherlands,Verbond van Nederlandse Tussenpersonen (VNT),"Postbus 73774, 1070 BT Amsterdam - T: (020) 3016318; Fax: 3016333; E-mail: info@vnt.org; Internet: http://www.vnt.org -",Advert,image00226.jpg
13851,Netherlands,Verbond van Verzekeraars in Nederland (VVN),"Postbus 93450, 2509 AL Den Haag - T: (070) 3338500; Fax: 338510; E-mail: archief@verzekeraars.org; Internet: http://www.verzekeraars.org - Founded: 1923",Insur,image00227.jpg
13852,Netherlands,Verenigde Nederlandse Slijters (VNS),"Postbus 885, 5600 AW Eindhoven - Founded: 1970",Alco Bev,image00227.jpg
13853,Netherlands,Verenigde Zuurkoolfabrikanten in Nederland,"Fabriekstr 70, 1749 AX Warmenhuizen - T: 1541",Fruit & Veg,image00227.jpg
13854,Netherlands,Vereniging Arabische Volbloedpaarden Stamboek (A.V.S.),"Postbus 382, 3700 PJ Zeist",Horses,image00227.jpg
13855,Netherlands,Vereniging Bond van Nederlandse Bandfabrikanten,"Postbus 4, 5590 AA Heeze",Notions,image00227.jpg
13856,Netherlands,Vereniging Boom- en Plantenbeurs,"Schinkeldijk 4, 2811 PA Reeuwijk - T: 3011",Nurseries; Hort & Landscape Archit,image00227.jpg
13857,Netherlands,Vereniging Bureau voor Handelsinlichtingen (BUVOHA),"Oudebrugsteeg 16, 1012 JP Amsterdam - T: (020) 241832 - Founded: 1903",Commerce,image00227.jpg
13858,Netherlands,Vereniging De Hyacint,"Postbus 175, 2180 AD Hillegom - T: (02520) 15254",Flowers,image00227.jpg
13859,Netherlands,Vereniging De Iris,"Postbus 175, 2180 AD Hillegom - T: (02520) 15254",Flowers,image00227.jpg
13860,Netherlands,Vereniging De Lelle,"Postbus 175, 2180 AD Hillegom - T: (02520) 15254",Flowers,image00227.jpg
13861,Netherlands,Vereniging De Narcis,"Postbus 175, 2180 AD Hillegom - T: (02520) 15254",Flowers,image00227.jpg
13862,Netherlands,Vereniging De Nederlandse Graanhandel,"Postbus 202, 3000 AE Rotterdam - T: (010) 4673188; Fax: 4678761; E-mail: cvg@graan.com - Pres: G.J. Van Noortwijk; Gen Secr: M.S. Stegehuis",Grain,image00227.jpg
13863,Netherlands,Vereniging der Nederlandse IJzer- en Staalproducerende Industrie (NIJSI),"c/o Hoogovens - Postbus 10000, 1970 CA IJmuiden - T: (02514) 94769; Fax: 70289 - Founded: 1951",Iron & Steel,image00227.jpg
13864,Netherlands,Vereniging De Tulp,"Postbus 175, 2180 AD Hillegom - T: (02520) 15254",Flowers,image00227.jpg
13865,Netherlands,Vereniging der Verenigde Commercial Producenten (VCP),"Postbus 432, 3740 AK Baam - T: (035) 5423876; Fax: 5423568",Gen Ind,image00227.jpg
13866,Netherlands,Vereniging Direkte Verkoop (VDV),"Postbus 90154, 5000 LG Tilburg - T: (013) 5944300; Fax: 5944747; E-mail: vdv@wispa.nl - Pres: Bart Van Dijk; Gen Secr: Floortje Teeuwen",Commerce,image00227.jpg
13867,Netherlands,Vereniging Export Combinatie Noord-Oost,"Westerhaven 12a, 9718 AW Groningen - T: (050) 120004",Commerce,image00227.jpg
13868,Netherlands,Vereniging Fabrieken van Hang- en Sluitwerk (VHS),"Postbus 190, 2700 AD Zoetermeer - T: (079) 219221 - Founded: 1951; Members: 6","Iron & Steel Prod; Mach, Locks, Fitt",image00227.jpg
13869,Netherlands,Vereniging Genootschap Bouwpen,"Postbus 299, 3000 AG Rotterdam - T: (010) 116181",Journalists,image00227.jpg
13870,Netherlands,Vereniging Golfkarton,"Kruisweg 761, 2132 NE Hoofddorp - T: (020) 6543060; Fax: 6543062; E-mail: info@vereniginggolfkarton.nl; Internet: http://www.vereniginggolfkarton.nl - Founded: 1949; Members: 12 - Pres: W.J.M. Hoebert; Gen Secr: A.M. Schrijver",Pack,image00227.jpg
13871,Netherlands,Vereniging Het Bijgoed,"Postbus 175, 2180 AD Hillegom - T: (02520) 15254",Hort Equip,image00227.jpg
13872,Netherlands,Vereniging Het Bovenlands Paard,"Japik Hepkemawel 3, 8915 HE Leeuwarden",Horses,image00227.jpg
13873,Netherlands,Vereniging Het Friesch Grondbezit,"Vondelstr 7, 8913 HP Leeuwarden - T: (058) 28483",Real Est,image00227.jpg
13874,Netherlands,Vereniging Het Friese Tulpgaard,"Heerenveenseweg 117, 0471217 Wolvega - T: (056) 104316",Horses,image00227.jpg
13875,Netherlands,Vereniging Het Nederlands Aalstrepen- of Witkinkstamboek,"Govert Flinckstr 16, 3351 VH Papendrecht - T: (070) 55486",Cattle,image00227.jpg
13876,Netherlands,Vereniging Het Nederlands Charolais Stamboek,"Toevluchtstr 18, 1171 GG Badhoevedorp - T: (020) 2412",Cattle,image00227.jpg
13877,Netherlands,Vereniging Het Nederlands Dartmoor Pony Stamboek,"Koninginnegracht 66, 2514 AG Den Haag - T: (070) 3605847",Horses,image00227.jpg
13878,Netherlands,Vereniging Het Nederlands Jersey Stamboek,"Govert Flinckstr 16, 3351 VH Papendrecht - T: (070) 55486",Jersey-bode (monthly),image00227.jpg
13879,Netherlands,Vereniging Het Nederlandse Fjordenpaarden Stamboek,"Krimweg 125, 7351 TL Hoenderloo - T: (055) 3781344; Fax: 3781391; E-mail: post@fjordstudbook.com; Internet: http://www.fjordstudbook.com - Founded: 1955; Members: 2800; Members Ass.: 30; Member/Branch of: Fjordhorse International - Pres: B.J. Van Bon",Horses,image00227.jpg
13880,Netherlands,Vereniging Heger Omroep Personeel,"Ereprijsstr 29, 3765 AD Soest - T: 13818",Managers,image00227.jpg
13881,Netherlands,Vereniging Heger Personeel Instellingen,"De Kleine Haar 4, 3925 MT Scherpenzeel - T: 2680",Managers,image00227.jpg
13882,Netherlands,Vereniging Heger Personeel N.L.R.,"Burg. Hogguerstr 213, 1064 CN Amsterdam - T: (020) 132790",Managers,image00227.jpg
13883,Netherlands,Vereniging Heger Personeel Textiel,"Postbus 56, 9104 ZH Damwoude - T: 1644",Managers,image00227.jpg
13884,Netherlands,Vereniging Heger Personeel van de Glessende Noord,"Postbus 1, 2920 AA Krimpen - T: 3876",Managers,image00227.jpg
13885,Netherlands,Vereniging Heger Personeel Verzekeringswezen,"Franklinstr 39, 3817 VC Amersfoort - T: (033) 19658",Managers,image00227.jpg
13886,Netherlands,Vereniging Kaderpersoneel Bank- en Verzekeringswezen (V.K.B.V.),"Postbus 114, 6600 AC Wijchen - T: (08894) 13602 - Founded: 1973; Members: 3000",Banks; Insur,image00227.jpg
13887,Netherlands,Vereniging Kiel Industrie (VKI),"Haagweg 139, 2281 AJ Rijswijk - T: (070) 992066 - Founded: 1949; Members: 140",Pottery,image00227.jpg
13888,Netherlands,Vereniging Koninklijk Warmbloed Paardenstamboek in Nederland,"Postbus 382, 3700 AJ Zeist - T: (030) 6934600; Fax: 6931455; E-mail: info@kwpn.nl; Internet: http://www.kwpn.nl - Members: 28000",Horses,image00227.jpg
13889,Netherlands,Vereniging Logistiek Management (VLM),"Postbus 23207, 3001 KE Rotterdam - T: (010) 4364155; E-mail: vlm@worldonline.nl; Internet: http://www.vlmnet.nl",Storage; Managers,image00227.jpg
13890,Netherlands,"Vereniging Meldingsorganisatie voor de Meubelindustrie, Haarlem (defunct)",(defunct),,image00227.jpg
13891,Netherlands,Vereniging Mitex / Association of Textile Retailers,"Driebegsestraatweg 9, 3941 ZW Doom - T: (0343) 473250; Fax: 473251; E-mail: mitex@mitex.nl - Members: 3400 - Pres: A.H. Van Arenthals-Kramer; Gen Secr: J.J. Meerman",Textiles,image00227.jpg
13892,Netherlands,Vereniging Nederlands Binnenvaart,"Postbus 23151, 3001 KD Rotterdam - T: (010) 4122410",Shipping,image00227.jpg
13893,Netherlands,Vereniging Nederlands Connemara Pony Stamboek,"Koninginnegracht 66, 2514 AG Den Haag - T: (070) 3605847",Horses,image00227.jpg
13894,Netherlands,Vereniging Nederlandse Deegwarenindustrie / Association of the Dutch Pasta Industry,"Postbus 177, 2300 AD Leiden - T: (071) 5224220; Fax: 5225095 - Gen Secr: S.H. Candiearing",Pasta,image00227.jpg
13895,Netherlands,Vereniging Nederlandse Frisdranken Industrie (NFI) / Dutch Soft Drinks Association,"Heemraadssingel 167, 3022 CG Rotterdam - T: (010) 4774033; Fax: 4259025; E-mail: info@frisdrank.nl; Internet: http://www.frisdrank.nl - Founded: 1933; Members: 22",Non-Alco Bev,image00227.jpg
13896,Netherlands,Vereniging Nederlandse Scheepsbouw Industrie,"Postbus 138, Zoetermeer 2700 AC - T: (079) 3531165; Fax: 3531155; E-mail: info@unsi.nl; Internet: http://www.unsi.nl - Members: 95 - Pres: R.J. Schouten",Shipbuild,image00227.jpg
13897,Netherlands,Vereniging Slachtpluimvee-Export (V.S.E.),"Weiburglaan 2-6, 3844 KZ Harderwijk - T: (03410) 13941",Poultry & Game,image00227.jpg
13898,Netherlands,Vereniging Smeeroliendernemingen Nederland (VSN),"Wittenburgerweg 72, 2244 CC Wassenaar - T: (01751) 79420",Fat & Oil,image00227.jpg
13899,Netherlands,Vereniging ter behartiging van den Nederlandschen Aardappelhandel (VBNA),"Van Stolkweg 31, 2585 JN Den Haag - T: (070) 512461 - Founded: 1939",Potatoes,image00227.jpg
13900,Netherlands,Vereniging ter Bevordering van de Garnalenhandel,"Dorpstr 52, 9974 PR Zoutkamp - T: 1335",Fisheries & Fish Prod,image00227.jpg
13901,Netherlands,Vereniging tot Behartiging van de Belangen van Coöperatieve Grasdrogerijen in Nederland (VCG),"Sixmastr 4, 8932 PA Leeuwarden - T: (058) 32324",Hay & Straw,image00227.jpg
13902,Netherlands,Vereniging tot Bevordering der Bijenteelt in Nederland,"Postbus 90, 6720 AB Bennekom - T: (0317) 422733; Fax: 424180; E-mail: Bijenhuis@tip.nl - Founded: 1897; Members: 6000",Bees & Hon,image00227.jpg
13903,Netherlands,Vereniging tot Bevordering van Werken in Asfalt (VBW-Asfalt),"Rijkstraatweg 68, 3621 BR Breukelen - T: 62644 - Founded: 1928","Asph, Tar, Bitum",image00227.jpg
13904,Netherlands,Vereniging van Accountants en Ad. Accountants der Directe Belastingen,"Albertine Agnestaan 37, 3136 CA Vlaardingen",Account,image00227.jpg
13905,Netherlands,Vereniging van Accountants- en Belastingadviesbureaus (VLB),"Postbus 9324, 2300 PH Leiden - T: (071) 5656996; Fax: 5656999; E-mail: vlb@vlb.nl; Internet: http://www.vlb.nl - Founded: 1926; Members: 15; Member/Branch of: CEA - Gen Secr: J.M. Mes",Tax; Cons; Account,image00227.jpg
13906,Netherlands,Vereniging van Bedrijfsrestaurateurs in Nederland,"Van Alkemadelaan 700, 2597 AW Den Haag - T: (070) 264341",Restaur & Hotels,image00227.jpg
13907,Netherlands,Vereniging van Bloemenveilingen In Nederland (VBN),"Koninginnegracht 103, 2514 AL Den Haag - T: (070) 651851",Flowers,image00227.jpg
13908,Netherlands,Vereniging van Cementhandelaren,"Keizersgracht 11, 1015 CC Amsterdam - T: (020) 223565",Cement & Concrete,image00227.jpg
13909,Netherlands,Vereniging van Christelijke Ondernemers In de Doe het Zelf Detailhandel,"Bezuidenhoutseweg 193, 2594 AJ Den Haag - T: (020) 223565",Commerce,image00227.jpg
13910,Netherlands,Vereniging van Commissionairs in Effecten,"Keizersgracht 701, 1017 DW Amsterdam",Stocks,image00227.jpg
13911,Netherlands,Vereniging van Confectie Tricotage Ondernemingen (Fenecon),"Postbus 69265, 1060 CH Amsterdam - T: (020) 5121416",Cloth,image00227.jpg
13912,Netherlands,Vereniging van Dakpannenfabrikanten in Centraal en Noordelijk Nederland,"Postbus 54, 2400 AB Alphen aan den Rijn - T: (01720) 37334",Bricks,image00227.jpg
13913,Netherlands,Vereniging van de Ambulante Handel,"Donker Curtiusstr 7, 1051 JL Amsterdam - T: (020) 6816129; Fax: 6825174",Commerce,image00227.jpg
13914,Netherlands,Vereniging van de Nederlandse Chemische Industrie (VNCI) / Association of Dutch Chemical Industry,"Postbus 443, 2260 AK Leidschendam - T: (070) 3378787; Fax: 3203903; E-mail: info@vnci.nl; Internet: http://www.vnci.nl - Gen Secr: P.F. Noordervliet",Chem Prod,image00227.jpg
13915,Netherlands,Vereniging van de Nederlandse Groothandel In Dranken en Horecabenodigdheden (GHD) / Association of Dutch Drinks Wholesalers,"Postbus 26155, 3022 Rotterdam - T: (010) 4774033; Fax: 4259025; E-mail: info@gdh.nl; Internet: http://www.gdh.nl - Members: 150 - Gen Secr: A.M. Naeck",Non-Alco Bev; Beer,image00227.jpg
13916,Netherlands,Vereniging van de Nederlandse Pluimveeverwerkende Industrie (NEPLUVI),"Zeisteroever 13, 3704 GB Zeist - T: (030) 6967225; Fax: 6967980; E-mail: nepluvi@hetnet.nl - Pres: D.J.J. Ramekers; Gen Secr: C. Vermeeren",Poultry & Game,image00227.jpg
13917,Netherlands,Vereniging van Detailhandelaren in Lederwaren en Reisartikelen,"Linnaeusparkweg 29A-B, 1098 CN Amsterdam - T: (020) 659572",Suitcases; Leather & Leather Prod,image00227.jpg
13918,Netherlands,Vereniging van Directeuren van Energieondernemingen in Nederland (VDEN),"Utrechtseweg 310, 6812 AR Arnhem - T: (026) 3562898; Fax: 4429093; E-mail: hfm.zewald@kema.nl - Founded: 1913; Members: 169; Member/Branch of: UNIPEDE - Gen Secr: H.F.M. Zewald",Managers; Energy,image00227.jpg
13919,Netherlands,Vereniging van Directies van Bejaardentehuizen,"Laan van Meerdervoort 777, 2564 AE Den Haag - T: (070) 236920",Managers; Old-age Homes,image00227.jpg
13920,Netherlands,Vereniging van Exploitanten van Electriciteitsbedrijven in Nederland (VEEN),"Utrechtseweg 310, 6812 AR Arnhem - T: (085) 569111",Energy,image00227.jpg
13921,Netherlands,Vereniging van Exporteurs van Veenkoloniale Aardappelen,"Rembrandtlaan 23, 5684 AD Best - T: (04998) 96999",Potatoes,image00227.jpg
13922,Netherlands,Vereniging van Fabrikanten en Importeurs van Direct Gestookte Luchtverwarmers (V.D.L.),"Prinseweg 79, 2242 EC Wassenaar - T: (01751) 19301",Heaters,image00227.jpg
13923,Netherlands,"Vereniging van Fabrikanten, Importeurs en Agenten op Electronicagebied","Botter 34, 1625 DC Hoorn - T: (02290) 13592",Electronics,image00227.jpg
13924,Netherlands,Vereniging van Fabrikanten van Betonstraatstenen (FABES),"Vondelstr 49, 1054 GJ Amsterdam - T: (020) 129222",Cement & Concrete,image00227.jpg
13925,Netherlands,Vereniging van Fabrikanten van Houtenserieprodukten voor de Bouw,"Van Eeghenstr 66, 1071 GK Amsterdam - T: (020) 723219",Wood Prod,image00227.jpg
